track_id,artist_name,title,loudness,tempo,time_signature,key,mode,duration,song_hotttnesss,year
TRAABYN12903CFD305,Jimmy Wakely,Broken-Down Merry-Go-Round,-15.221,86.186000000000007,3,1,1,151.84934000000001,nan,0
TRAABYW128F4244559,Alice Stuart,Kassie Jones,-8.5139999999999993,110.38200000000001,1,11,1,220.78648999999999,0.0,0
TRAACCG128F92E8A55,Elena,Setanta matins,-8.0500000000000007,111.874,4,2,1,269.58321999999998,0.31356211424793418,0
TRAACER128F4290F96,The Dillinger Escape Plan,Setting Fire to Sleeping Giants,-4.2640000000000002,166.86199999999999,4,7,1,207.77751000000001,0.66652784622970229,2004
TRAACFV128F935E50B,SUE THOMPSON,James (Hold The Ladder Steady),-12.332000000000001,137.52199999999999,4,10,1,124.86485,0.49529362129216348,1985
TRAACHN128F1489601,Five Bolt Main,Made Like This (Live),-5.9080000000000004,164.672,1,7,1,225.09669,0.37598430150044215,0
TRAACIW12903CC0F6D,Clp,Superconfidential,-6.4859999999999998,125.006,4,6,0,338.31137999999999,nan,0
TRAACLV128F427E123,Tim Wilson,I Think My Wife Is Running Around On Me (Taco Hell),-4.516,90.022000000000006,1,5,1,186.48770999999999,nan,2005
TRAACNS128F14A2DF5,Willie Bobo,Spanish Grease,-9.6159999999999997,127.02500000000001,4,8,1,168.25424000000001,nan,1997
TRAACOW128F933E35F,Faye Adams,Crazy Mixed Up World,-18.050999999999998,95.956999999999994,3,8,1,156.39465000000001,0.0,1961
TRAACPE128F421C1B9,Terry Callier,Do You Finally Need A Friend,-11.939,110.18899999999999,3,6,1,342.56934000000001,0.41373983586010971,1972
TRAACQT128F9331780,John Wesley,The Emperor Falls,-15.335000000000001,138.00700000000001,4,4,0,484.62322,0.3775316449767025,0
TRAACSL128F93462F4,The Shangri-Las,Twist and Shout,-10.922000000000001,130.09999999999999,1,10,1,164.80608000000001,0.4432913119053975,1964
TRAACTB12903CAAF15,Billie Jo Spears,It Makes No Difference Now,-9.9830000000000005,160.839,1,4,1,133.32853,0.0,1992
TRAACVS128E078BE39,Mike Jones (Featuring CJ_ Mello & Lil' Bran),Laws Patrolling (Album Version),-7.7619999999999996,41.993000000000002,1,7,1,173.66158999999999,nan,0
TRAACZK128F4243829,Sierra Maestra,¿Dónde va Chichi?,-9.5120000000000005,189.64599999999999,3,9,1,313.12934000000001,nan,1997
TRAADDS128F425C68B,Butthole Surfers,"Barking Dogs (From ""Piouhgd"")",-9.0630000000000006,130.58600000000001,4,4,0,450.84688999999997,0.59394307590194695,0
TRAADED128F42741FD,Despina Vandi,OUTE ENA EFHARISTO,-8.8789999999999996,128.292,4,8,0,303.09832,nan,0
TRAADEV128F9348C0A,Javier Navarrete,Midnight Swim,-17.699000000000002,90.932000000000002,3,3,1,128.83546000000001,0.39439485610058261,0
TRAADHS12903CE70A9,Jacob Young,In A Subtle Way,-19.478000000000002,89.667000000000002,4,1,1,456.30649,0.0,0
TRAADIV12903CB15C1,Scarlet's Remains,Spin,-7.4690000000000003,115.06100000000001,4,7,1,198.73913999999999,0.45099231163625503,2007
TRAADLH12903CA70EE,The Suicide Machines,Burning In The Aftermath,-2.0219999999999998,115.887,4,2,1,95.686080000000004,0.52878248094258773,2003
TRAADLN128F14832E9,The Rolling Stones,Angie (1993 Digital Remaster),-10.358000000000001,139.333,1,9,0,271.49016,0.8344926198909054,0
TRAADLR12903CF8D7E,Roberto Torres,Sabor Guajiro,-12.715999999999999,117.271,4,0,1,226.66404,0.0,0
TRAADLX128F1469250,Loudon Wainwright III,Human Cannonball,-15.663,102.428,4,3,1,190.48444000000001,0.51011931403303468,1995
TRAADMH128F9343E59,R.L. Burnside,Glory Be,-6.944,89.983999999999995,4,2,1,277.78566999999998,0.48213758506501503,2004
TRAADNA128F9331246,Stevie Ray Vaughan,Crossfire,-7.8049999999999997,116.721,4,1,1,248.78975,nan,1992
TRAADOF12903CAA1C1,John Hammond,I Can't Be Satisfied,-10.699999999999999,123.142,4,7,1,195.31710000000001,nan,2002
TRAADQX128F422B4CF,Casiotone For The Painfully Alone,Nashville Parthenon,-10.93,141.91900000000001,4,0,1,175.72525999999999,0.78589228838835379,2006
TRAADRN128F932D607,Ec8or,Cocain Ducks,-9.4930000000000003,95.596000000000004,4,10,0,217.23383000000001,nan,1995
TRAADVH128EF34DE7A,The New York Dolls,Human Being,-9.2530000000000001,154.953,1,11,1,344.05831999999998,0.5616924111789523,1974
TRAADYB128F92D7E73,Eliane Elias,The More I See You,-12.009,86.090999999999994,5,7,1,251.42812000000001,0.43483809026085618,2009
TRAADYI128E078FB38,Lost Boyz,Certain Things We Do,-11.042999999999999,90.218000000000004,4,7,1,269.79219999999998,0.40511572169138649,1997
TRAAEAM128F934B199,The Germs,Forming,-11.506,133.14400000000001,1,11,0,206.05341999999999,nan,1977
TRAAEDJ12903CCE390,Yamandu Costa,Mafuá,-14.179,205.31700000000001,4,2,1,190.04035999999999,nan,0
TRAAEEH128E0795DFE,Chris Rea,Driving Home For Christmas,-8.5310000000000006,180.149,4,9,1,241.16200000000001,0.76772774837339697,1986
TRAAELO128F9302DD1,Perrey And Kingsley,Spooks In Space,-8.5410000000000004,102.538,4,0,0,122.64444,0.43483809026085618,1966
TRAAEMJ128F425A917,Eurythmics,Tous Les Garçons Et Les Filles,-6.6289999999999996,84.164000000000001,4,0,1,207.07220000000001,0.38293509007501925,1985
TRAAENC128F1451DE9,Francis Dunnery,Too Much Saturn,-13.33,124.175,4,7,1,300.79955000000001,0.61047425777152453,1995
TRAAENP128F147BF32,John Cale,Movement 4 [from Kiss] (Album Version),-12.412000000000001,137.00399999999999,1,7,1,228.46648999999999,0.22655531395553141,1997
TRAAEOU128F9309DE0,Suzanne Ciani,Stream,-21.552,106.33,4,7,1,239.59465,0.41598311828845852,0
TRAAERU128F930674F,Vickie Winans,Make Me Over,-8.6859999999999999,107.961,4,11,0,228.93669,nan,0
TRAAEUB12903CDD3EA,The Berzerker,Deform (live),-6.2220000000000004,174.28700000000001,3,1,1,165.61587,0.0,2000
TRAAEWG128F930B3A4,Kings Of Leon,Wicker Chair,-5.907,116.82299999999999,4,0,1,187.92444,0.68594022669768517,2003
TRAAEXM128F92D47C8,Edith Lefel,An ti chans',-4.6379999999999999,101.97199999999999,4,0,1,276.50567000000001,0.0,0
TRAAFEB128F92F8694,Taras,I Will Love Again (JJ's Club Radio),-5.8840000000000003,127.97,4,11,0,200.25424000000001,nan,0
TRAAFJW128F428A424,NOFX,Stickin In My Eye,-7.7869999999999999,152.62200000000001,4,4,0,144.50892999999999,0.67123602698453533,1992
TRAAFKJ12903D02552,Murskahumppa,Ota kiinni,-8.4879999999999995,110.78700000000001,3,7,1,285.17831999999999,nan,0
TRAAFMS128F933AB23,Soda Stereo,Entre Caníbales,-9.6029999999999998,112.90300000000001,4,7,1,246.69995,0.62616575966882815,1990
TRAAFON128F42926FB,Bruce Rowland,Rosemary Recalls,-26.265999999999998,115.642,4,7,1,84.03546,0.0,1985
TRAAFRU128F9339158,Xcultures,Sudanese Dance,-6.3049999999999997,125.01300000000001,4,1,1,273.52771000000001,0.19923826200067829,2000
TRAAFSM128F425A2C5,White Heart,Where The Thunder Roars (Tales Of Wonder Album Version),-9.9979999999999993,113.277,4,5,1,298.84035999999998,0.26586104921065007,0
TRAAFUJ128F933F42B,Heavy D / McGruff,Wanna Be A Player,-9.1609999999999996,96.978999999999999,4,5,0,161.38404,0.23773394162247466,1997
TRAAFYL128E07856A7,Van Halen,Panama (Remastered Album Version),-4.8650000000000002,140.995,1,8,1,209.29261,0.82448212968243206,0
TRAAGCZ128F93210FD,Black Eyed Peas,Let's Get It Started,-4.8819999999999997,105.206,4,11,0,229.61587,0.62442549327076657,2004
TRAAGEC128E079252C,Nine Inch Nails,Metal,-12.951000000000001,63.017000000000003,4,0,0,426.89260999999999,0.63553664862266857,2000
TRAAGGE128F9325E2C,Nick Cave & The Bad Seeds,She Fell Away (2009 Digital Remaster),-11.750999999999999,144.60300000000001,4,9,0,269.26974999999999,nan,0
TRAAGHM128EF35CF8E,Nadine Renee,Next Time,-6.6929999999999996,167.91999999999999,4,2,1,249.41668999999999,0.19878534876524423,0
TRAAGJV128F1464090,Lesley Gore,It's My Party,-9.0909999999999993,129.12200000000001,1,9,1,136.48934,nan,1963
TRAAGKF128F932D5A2,Smartbomb,Complicate It,-2.6579999999999999,132.02199999999999,4,0,1,233.27302,0.0,2001
TRAAGKQ128F92EAF39,Suburbs,Monde De Fou,-4.4199999999999999,183.91999999999999,1,1,1,187.24526,0.24906579485370342,2005
TRAAGKS128F9314884,Emperor,Opus a Satana (Part 2),-11.051,89.867000000000004,4,9,0,72.619950000000003,nan,0
TRAAGMJ12903CAD7D4,Julien Clerc,This Melody (Live),-9.9700000000000006,119.896,5,2,1,272.63954999999999,nan,0
TRAAGNL128F4299BF1,Glen Campbell,I'm Gone This Time,-11.335000000000001,137.28999999999999,4,1,0,142.75873000000001,nan,0
TRAAGOH128F42593CE,T.G. Sheppard,You Feel Good All Over,-15.581,82.343000000000004,1,5,1,194.11546000000001,0.38272328078919771,2002
TRAAGPF12903CE027E,Slim Whitman,Indian Love Call,-11.98,91.486999999999995,4,3,1,195.91791000000001,nan,1990
TRAAGPH128F4273C8D,Savage Garden,You Can Still Be Free,-11.215,84.689999999999998,5,9,0,118.33423999999999,nan,1999
TRAAGPJ128F428CD1B,Queens Of The Stone Age,I Never Came,-8.1649999999999991,115.60599999999999,4,2,1,288.41750999999999,0.72512128356731009,2005
TRAAGUA128F93236E8,Hank Penny & The Lincoln Penny Orchestra,Dixie,-12.69,126.523,1,7,0,123.21914,nan,0
TRAAGVF128E0789785,Inspiral Carpets,Commercial Reign,-8.6999999999999993,113.67700000000001,4,2,1,283.76771000000002,0.66517224076219728,1990
TRAAGVM128E0784D95,Borialis,Hourglass,-5.758,86.938000000000002,4,2,1,239.3073,0.55465476746561182,0
TRAAGXN128F92DE52C,The Dirty Skirts,Wake,-4.907,141.93600000000001,4,0,1,206.75873000000001,0.30416950343527516,0
TRAAGZU128EF360F47,Flor Silvestre,Caricia Y Herida,-8.1329999999999991,106.04900000000001,1,11,1,134.81751,nan,0
TRAAHDH128F93094B6,Bézu,Le tortillard,-9.093,126.88,4,8,1,285.64852999999999,nan,0
TRAAHEG128E07861C3,Redman,WKYA (drop),-10.295999999999999,85.007999999999996,5,1,0,124.18567,0.57010593005838783,2001
TRAAHEH128F427FCEF,Solistiyhtye Suomi,Teräslintu,-12.839,133.69900000000001,1,4,0,134.08608000000001,nan,0
TRAAHEQ128F93057B4,Eddie Cantor,Now's The Time To Fall In Love,-13.710000000000001,118.97499999999999,1,11,1,155.61098000000001,nan,0
TRAAHER128F92E3FE9,Schizoid,Grim Prospects (Gross Prospects - Bad Trip Remix),-2.1190000000000002,102.408,4,9,1,275.40852999999998,nan,0
TRAAHJX128F9312B83,Kai Winding,Mangos,-14.438000000000001,112.006,4,0,1,223.47710000000001,0.0,1961
TRAAHKE128F421389B,Sonny Simmons,A Distant Voice,-13.002000000000001,45.527000000000001,4,1,1,443.24525999999997,0.27077599894632748,0
TRAAHMO128F92DE7C9,Mira,Openbare Weg,-12.004,85.620999999999995,4,4,1,177.81505999999999,nan,2006
TRAAHPZ12903CB4643,Citizen Kaned,President Johnson,-8.3699999999999992,108.06100000000001,4,8,0,385.33179000000001,nan,2000
TRAAHRF128F92FE234,The Brooklyn Tabernacle Choir,Lead Me Lord,-11.829000000000001,216.19499999999999,5,7,1,324.44036,0.40511572169138649,1995
TRAAHTH12903CCFFE1,Ellen McIlwaine,Spontanous Combustion,-6.29,132.428,4,7,1,275.12117999999998,0.24274187894946822,0
TRAAHVY128F92E25D6,Vince Guaraldi / Bola Sete,Choro,-15.760999999999999,168.30699999999999,4,5,0,294.66077000000001,0.38679017713901431,0
TRAAHXN128F9326097,Maurice Chevalier,Ma Louise,-27.433,140.95599999999999,7,0,1,193.20117999999999,nan,0
TRAAHYV128F932A425,Carl Cox Vs Yousef,I Want You (Forever),-5.7009999999999996,130.01599999999999,5,1,1,357.82485000000003,0.51125483510024283,1991
TRAAHZP12903CA25F4,Organized Konfusion,Hate,-8.7089999999999996,175.76900000000001,4,11,0,198.34729999999999,0.46048484498641545,1997
TRAAIAE128F42AC53D,Martina McBride,I Can't Stop Loving You,-13.627000000000001,100.194,3,7,1,261.95546000000002,0.48828987603734525,2005
TRAAIAN12903CFF16D,Horace Andy,Thank You Lord,-11.478999999999999,151.911,4,2,1,176.27383,nan,1985
TRAAIAX128F930531B,Nazz,How Can You Call That Beautiful (Stewkey Vocal),-6.3019999999999996,119.691,4,9,1,220.89098000000001,nan,0
TRAAIBB12903CECB35,Tyrone Davis,Cheatin' In The Next Room,-10.465999999999999,161.976,4,10,1,235.91138000000001,nan,0
TRAAIDY128F92CA454,Hot Tuna,Candy Man,-9.2750000000000004,172.398,1,0,1,239.59465,nan,1971
TRAAIFG12903CB0BCB,Richard Burton,I See The Boys Of Summer,-37.398000000000003,109.82299999999999,3,2,1,171.49341999999999,0.0,0
TRAAIGD12903CA2F3C,Rory Block,Three Is a Crowd,-13.836,90.100999999999999,1,1,1,266.05669,0.0,0
TRAAIHL128F92E6DDA,Boyz II Men,On Bended Knee,-7.1029999999999998,116.473,4,8,1,329.27301999999997,0.34580223396532944,1994
TRAAIIE128F4288BB1,Howard Armstrong,My Four Reasons,-13.494999999999999,126.821,4,9,0,198.922,0.33355480727644932,0
TRAAIII128F427D5D8,Donny Hathaway,Little Girl (LP Version),-15.144,111.191,3,2,1,283.21913999999998,0.61736561757178177,1971
TRAAILM128F93480BB,Miguel Gallardo,Eternamente Amame,-12.991,125.508,4,5,1,238.68036000000001,nan,0
TRAAINT128F933BBE0,Les Ogres De Barback,Niev nietch nievitch,-6.0099999999999998,137.88800000000001,1,4,0,254.06648999999999,0.39439485610058261,1999
TRAAIRG128F93265E8,DJ X-Change featuring DJ Joey A,Come Over,-5.5800000000000001,150.012,4,6,0,184.31954999999999,nan,0
TRAAIXN128F428027A,Morel,Blue Taxi,-4.3129999999999997,108.367,4,10,1,311.40526,nan,0
TRAAIXU128F4241E5C,Tony Joe White,I Want Love (Tween You & Me) (Album Version),-17.285,173.482,4,2,1,162.53342000000001,0.37479683702140532,0
TRAAIYR12903CD290D,Wolfmother,White Feather,-5.931,110.745,4,4,0,212.37505999999999,nan,2009
TRAAJAC128F148B530,The Roches,Christlike Roche,-14.247999999999999,130.02699999999999,4,2,0,338.33751000000001,0.26586104921065007,1995
TRAAJBU128F9326C02,Bob Margolin,You Rascal You,-12.651,110.16800000000001,4,11,1,126.51057,0.23379647424179947,0
TRAAJBU12903CE2831,Thomas Battenstein,Sympathy,-16.056000000000001,97.975999999999999,3,9,0,205.58322000000001,nan,0
TRAAJEK128F422F55A,Jupiter Rising,They Say (Album),-5.9130000000000003,119.979,4,0,0,193.4624,0.21508031850922793,2007
TRAAJEK12903CE351A,Dharma Bums,Simon's Folly,-5.5410000000000004,156.96799999999999,1,6,1,127.47709999999999,nan,0
TRAAJJA12903CC518A,Saafir,Crawl Before You Ball (Album Version),-6.0190000000000001,188.886,4,5,1,234.762,nan,1999
TRAAJJG128F4284B27,The Verve Pipe,Medicate Myself,-4.9530000000000003,133.30600000000001,4,9,1,292.8322,0.46630483075728635,2001
TRAAJJV128F42A2F99,Bob Neuwirth,Biding Her Time,-18.114000000000001,152.267,3,4,1,241.10974999999999,0.48061061838775304,1990
TRAAJMH128E0785407,Marvin Sapp,More And More  (LP Version),-11.061,166.27500000000001,4,1,1,270.68036000000001,0.26568337971023082,0
TRAAJNM12903CF4750,James Hunter,Cowboy Ways,-7.04,114.971,4,2,1,188.73424,nan,0
TRAAJSX128F4275A1D,Nelson Ned,Brasas Vivas,-15.358000000000001,144.65100000000001,4,9,0,211.80036000000001,nan,0
TRAAJVJ128F42570AD,Mish Mash,Kolomeyke,-11.212999999999999,152.005,1,2,1,254.32771,nan,0
TRAAJXQ128F92E65BF,Cama,In This Life,-5.9039999999999999,155.07400000000001,1,1,0,210.36363,nan,2009
TRAAJYX128F4255568,Maxi Priest,Groovin' In The Midnight,-8.0950000000000006,61.970999999999997,1,10,0,301.81832000000003,0.34580223396532944,1991
TRAAKAS128F4246013,Porcupine Tree,Waiting,-7.9820000000000002,124.04000000000001,5,6,0,416.80934000000002,0.82517354037808421,1997
TRAAKAV128F931BE25,Ragheb Alama,A'chek Ouyounik (2009 Digital Remaster),-8.8040000000000003,191.196,4,7,0,413.36117999999999,0.0,0
TRAAKDF128F92FA302,Foo Fighters,Hell,-5.6989999999999998,152.12700000000001,4,7,1,117.002,nan,2005
TRAAKDG128F42A0ECB,Shakira Featuring Wyclef Jean,Hips Don't Lie (featuring Wyclef Jean),-5.1520000000000001,100.023,4,10,0,217.36444,0.73738531022761855,0
TRAAKJJ128F4228346,The Avengers,Juoksuhauta-twist (Elämä juoksuhaudoissa),-9.9649999999999999,192.68799999999999,4,10,1,122.72281,nan,0
TRAAKNS12903CC5198,Robben Ford,I Got Over It (Album Version),-11.976000000000001,154.322,4,11,0,203.98974999999999,0.47212111953959446,1988
TRAAKQS128F4224DE1,Brazilian Tropical Orchestra,One Less Bell To Answer,-10.228999999999999,236.006,4,5,1,192.44363000000001,0.0,0
TRAAKSB128F934D73A,Gil Semedo,Festa,-6.2839999999999998,150.666,5,11,1,285.36117999999999,0.39200877147130697,0
TRAAKTK128F9343DCC,Soda Stereo,Te Hacen Falta Vitaminas,-3.8180000000000001,175.42099999999999,1,11,0,225.12280999999999,nan,1984
TRAAKVA128F934E69E,Xmilk,Sense And Trick,-4.633,104.15300000000001,4,9,0,123.66322,nan,0
TRAAKVD12903CE8474,Dolce; Oscar G.,Fire (Oscar G Space Vocal Mix),-5.6020000000000003,127.27800000000001,4,11,0,525.16525999999999,nan,0
TRAAKVZ12903D074BB,Britt Nicole,Hanging On (Medium Key Performance Track Without Background Vocals),-5.157,160.16499999999999,4,6,1,204.06811999999999,0.23642018223073641,0
TRAAKXN128F92E71B1,Schizoid,Grim Prospects (Version 2 Remix),-1.925,86.090999999999994,3,5,1,166.00771,nan,0
TRAALCM128F4264370,Toni Braxton Featuring Shaggy,Christmas In Jamaica,-5.21,149.94,4,0,1,219.01016000000001,nan,2001
TRAALDU128F930D56B,Perrey And Kingsley,Gossippo Perpetuo,-12.717000000000001,135.78,4,0,1,127.9473,0.44440171452285138,2001
TRAALEO128F42A7AEA,Sven Tasnadi,2190 Dias Contigo,-12.279999999999999,122.967,4,7,1,570.90566999999999,nan,0
TRAALHD12903D0BD6A,Eddie,No Control,-9.7479999999999993,142.024,4,9,1,230.00771,nan,0
TRAALNG12903D014E9,Enthroned,The Vitalized Shell,-4.8780000000000001,135.535,7,2,0,240.74404000000001,0.54305286419928955,2010
TRAALRZ128F429024E,Suzanne Ciani,Mozart,-23.988,139.18899999999999,3,2,1,192.20853,0.6085000789194116,1989
TRAALSV128F4282B9B,Milan Band,Ciao Milan,-9.4139999999999997,128.59800000000001,5,8,1,152.03219999999999,nan,0
TRAALUX12903CFD50B,Johnny Osbourne,Lend Me Your Chopper,-9.7409999999999997,163.44499999999999,4,3,0,215.30077,0.0,2004
TRAALZC128F92E11A6,Dolly Parton,Letter To Heaven,-11.965,114.027,3,7,0,155.21914000000001,nan,1971
TRAALZN128F932D457,Rance Allen Group,Heaven is Where The Heart Is,-12.779,111.316,1,7,1,207.12443999999999,nan,0
TRAAMES128F42AF068,Pearl Jam,Inside Job,-8.4030000000000005,105.994,3,4,0,428.56443999999999,0.65930466916440555,2006
TRAAMFG128F92FDEA2,Natalie Cole,Take A Look  (LP Version),-13.250999999999999,88.489000000000004,1,8,1,185.7824,nan,0
TRAAMFT128F93128AD,Mastodon,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),-5.8840000000000003,118.43300000000001,4,7,0,654.28853000000004,0.62661280269560082,2009
TRAAMGJ12903CD315C,Kiril Valeri,Bulgarian Dream,-6.9290000000000003,96.007000000000005,4,11,1,306.72933999999998,0.27077599894632748,0
TRAAMII128F933B583,Word,Amalgama,-4.1980000000000004,187.80699999999999,4,9,1,229.51138,nan,0
TRAAMJY128F92F5919,DJ Quik,Born and Raised In Compton,-6.9980000000000002,181.11500000000001,4,7,0,205.58322000000001,nan,1991
TRAAMKI128F428537A,Hank Locklin,We're Gonna Go Fishin',-12.772,148.357,4,2,1,127.05914,0.4944895175021134,0
TRAAMKL128F9347D8A,BT,Robbers Kill Cop,-18.146999999999998,136.16399999999999,4,1,0,44.355460000000001,0.30416950343527516,0
TRAAMKP12903CC74F4,2-4 Grooves feat. Reki D.,Relax,-7.6609999999999996,126.941,4,4,0,203.83302,nan,2009
TRAAMKW128F4249CF0,The Jordanaires,Sweet By And By,-17.308,159.58199999999999,3,5,1,176.50892999999999,nan,0
TRAAMPA128F92E7D0D,Descendents,Orgofart,-28.347000000000001,89.495000000000005,4,6,0,140.66892999999999,0.51944858149405881,1986
TRAAMSO128EF348DCC,L.A. Guns,Bitch Is Back,-2.8690000000000002,102.259,3,5,0,201.09016,nan,1988
TRAAMXP128F4264F6A,Bare Jr.,Naked Albino,-7.3090000000000002,107.529,3,10,1,254.79791,0.0,1998
TRAAMYQ128F148B753,Shelley Fabares,Johnny Loves Me (LP Version),-15.351000000000001,99.408000000000001,4,0,1,143.07220000000001,0.0,0
TRAAMZB12903CAB002,Norrie Paramor,Dearly Beloved,-25.693999999999999,79.730999999999995,4,9,1,163.49995000000001,0.0,0
TRAAMZR128F9315DCC,Gary Hobbs,The Look Of Love,-9.4350000000000005,188.50200000000001,1,0,1,289.64526000000001,0.0,0
TRAANBH128F9345A6C,Diesel Boy,Cooler Than You,-4.7930000000000001,133.72900000000001,1,11,1,124.15955,0.40565219615969267,1998
TRAANKK128F42531BC,Angelo Badalamenti,Taryns Deepest Fear,-17.623000000000001,139.136,4,4,0,167.3922,0.4454545254934259,0
TRAANLO128F422AE37,Cradle Of Filth,Summer Dying Fast,-6.2000000000000002,193.69300000000001,4,2,0,321.35791,nan,1994
TRAANLZ128F934EC42,Jim Chappell,Still,-19.821000000000002,76.692999999999998,4,0,1,263.94076999999999,nan,0
TRAANMF12903CEAFEF,Ladybug,Snapshot,-9.6319999999999997,126.95,4,10,1,341.36770999999999,nan,0
TRAANRI12903CD0A9C,Bandido,End Of The Road (Head Hornys Remix),-5.6710000000000003,144.81200000000001,1,6,1,333.13914,nan,0
TRAANTD128F9323B23,Brixx,7 Miles,-11.708,138.00299999999999,4,11,0,349.12608,nan,0
TRAANTZ128E0792529,Nine Inch Nails,The Frail,-16.968,130.28399999999999,4,7,0,168.56771000000001,nan,1999
TRAAODT12903D0D16E,Susana Seivane,Para Milladoiro,-13.038,152.01300000000001,4,10,1,350.71955000000003,0.0,2010
TRAAOEH128F426A82F,Leland Martin,Stone Cold Fingers (Bonus Track),-10.647,159.96799999999999,4,4,1,175.62076999999999,nan,0
TRAAOIN128F9303790,Test Icicles,Snowball,-4.1719999999999997,75.031000000000006,4,4,0,190.24933999999999,0.54305286419928955,2005
TRAAOJI128F1458DCD,Heaven 17,(We Don't Need This) Fascist Groove Thang,-10.756,150.83699999999999,4,7,1,255.16363000000001,nan,1981
TRAAOPW128F428AE31,React,Drunk Alone,-3.4220000000000002,143.23099999999999,1,10,0,120.26730000000001,nan,0
TRAAORY128F934984F,Sven Tasnadi,Charisma,-12.26,123.99299999999999,4,11,1,557.26975000000004,nan,0
TRAAOTD128F42322FC,Mance Lipscomb,Going Down Slow,-23.527000000000001,97.980999999999995,1,11,1,187.53261000000001,0.35097950637142938,2000
TRAAOTT128F14AE002,Scott Wesley Brown,All Rise,-9.4350000000000005,137.28800000000001,4,2,1,295.60118,nan,0
TRAAOTT128F9342E04,Flávio José,Jogo Limpo,-8.6389999999999993,168.32300000000001,4,3,1,252.02893,0.0,0
TRAAOXM12903CFB3B0,Moss,Silent Hill,-7.6719999999999997,111.07899999999999,4,2,1,329.35138000000001,0.57085064207884451,2009
TRAAOYG128F9314996,Pery Ribeiro,Our Love Is Here To Stay,-13.667999999999999,133.00899999999999,4,0,1,180.00934000000001,0.0,0
TRAAPCC128F42519A7,Soular,Everything Changes,-6.8849999999999998,146.577,5,6,1,244.45341999999999,0.23584620327944406,0
TRAAPFQ128F42684DB,Dimmu Borgir,Master Of Disharmony,-4.2000000000000002,140.458,3,6,0,282.53994999999998,nan,1996
TRAAPGF128F1458F8B,Public Image Ltd,(This Is Not A) Love Song (Live),-16.433,132.506,4,0,1,388.28363000000002,0.26396982017670101,1983
TRAAPIV128F1493132,Gary Moore,What Are We Here For,-6.9509999999999996,153.86199999999999,4,2,1,345.93914000000001,0.44713579628617778,1997
TRAAPLS12903CB2D40,Pascal Sangla,Une petite pause,-14.737,93.238,4,9,1,243.1473,0.0,2010
TRAAPPQ128F14961F5,The B-52's,Wig,-9.6280000000000001,124.086,4,0,1,261.74648999999999,0.71404655277218643,1986
